No,Country,Latitude,Longitude,Crop,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
19567,Mexico,23.6345,-102.5528,Potatoes,1999,223519,758,34468.93,16.09
19964,Mexico,23.6345,-102.5528,"Rice, paddy",2006,47857,758,50891.95,19.53
20075,Mexico,23.6345,-102.5528,Maize,2008,33071,758,61732.11,22.68
20076,Mexico,23.6345,-102.5528,Maize,2008,33071,758,61732.11,19.45
20077,Mexico,23.6345,-102.5528,Maize,2008,33071,758,61732.11,17.21
20078,Mexico,23.6345,-102.5528,Maize,2008,33071,758,61732.11,21.02
20079,Mexico,23.6345,-102.5528,Potatoes,2008,277258,758,61732.11,16.22
19574,Mexico,23.6345,-102.5528,Potatoes,1999,223519,758,34468.93,20.86
19561,Mexico,23.6345,-102.5528,Maize,1999,24720,758,34468.93,25.03
19562,Mexico,23.6345,-102.5528,Maize,1999,24720,758,34468.93,19.74
19618,Mexico,23.6345,-102.5528,Cassava,2000,113284,758,34468.93,20.19
19619,Mexico,23.6345,-102.5528,Cassava,2000,113284,758,34468.93,23.07
18990,Mexico,23.6345,-102.5528,Maize,1990,19942,758,34468.93,21.46
19566,Mexico,23.6345,-102.5528,Maize,1999,24720,758,34468.93,20.86
19973,Mexico,23.6345,-102.5528,Sorghum,2006,34481,758,50891.95,17.23
19866,Mexico,23.6345,-102.5528,Wheat,2004,44871,758,26433.14,19.91
19560,Mexico,23.6345,-102.5528,Maize,1999,24720,758,34468.93,20.86
19952,Mexico,23.6345,-102.5528,Potatoes,2006,248610,758,50891.95,21.5
19572,Mexico,23.6345,-102.5528,Potatoes,1999,223519,758,34468.93,19.27
19869,Mexico,23.6345,-102.5528,Wheat,2004,44871,758,26433.14,16.84
19559,Mexico,23.6345,-102.5528,Maize,1999,24720,758,34468.93,16.09
19951,Mexico,23.6345,-102.5528,Potatoes,2006,248610,758,50891.95,16.37
19581,Mexico,23.6345,-102.5528,"Rice, paddy",1999,47762,758,34468.93,16.18
19868,Mexico,23.6345,-102.5528,Wheat,2004,44871,758,26433.14,19.56
19867,Mexico,23.6345,-102.5528,Wheat,2004,44871,758,26433.14,22.26
20449,Montenegro,42.7087,19.3744,Wheat,2006,30903,241,0.55,10.56
20456,Montenegro,42.7087,19.3744,Maize,2009,38009,241,0.55,11.46
20469,Montenegro,42.7087,19.3744,Potatoes,2013,149004,241,82,12.87
20458,Montenegro,42.7087,19.3744,Wheat,2009,35981,241,0.55,11.46
20453,Montenegro,42.7087,19.3744,Maize,2008,36000,241,0.55,11.62
20464,Montenegro,42.7087,19.3744,Wheat,2011,32024,241,75,11.25
20463,Montenegro,42.7087,19.3744,Potatoes,2011,165000,241,75,11.25
20462,Montenegro,42.7087,19.3744,Maize,2011,42007,241,75,11.25
20448,Montenegro,42.7087,19.3744,Potatoes,2006,130448,241,0.55,10.56
20452,Montenegro,42.7087,19.3744,Wheat,2007,24026,241,0.55,11.59
20451,Montenegro,42.7087,19.3744,Potatoes,2007,105037,241,0.55,11.59
20457,Montenegro,42.7087,19.3744,Potatoes,2009,150977,241,0.55,11.46
20468,Montenegro,42.7087,19.3744,Maize,2013,51775,241,82,12.87
20447,Montenegro,42.7087,19.3744,Maize,2006,32588,241,0.55,10.56
20455,Montenegro,42.7087,19.3744,Wheat,2008,35016,241,0.55,11.62
20459,Montenegro,42.7087,19.3744,Maize,2010,37950,241,66,11.25
20450,Montenegro,42.7087,19.3744,Maize,2007,25000,241,0.55,11.59
20470,Montenegro,42.7087,19.3744,Wheat,2013,34357,241,82,12.87
20466,Montenegro,42.7087,19.3744,Potatoes,2012,118033,241,71,11.53
20467,Montenegro,42.7087,19.3744,Wheat,2012,27984,241,71,11.53
20454,Montenegro,42.7087,19.3744,Potatoes,2008,130981,241,0.55,11.62
20461,Montenegro,42.7087,19.3744,Wheat,2010,34029,241,66,11.25
20460,Montenegro,42.7087,19.3744,Potatoes,2010,145964,241,66,11.25
20465,Montenegro,42.7087,19.3744,Maize,2012,32007,241,71,11.53
20759,Morocco,31.7917,-7.0926,Soybeans,2011,10000,346,13697,18.53
20473,Morocco,31.7917,-7.0926,Potatoes,1990,171851,346,9364,18.17
20758,Morocco,31.7917,-7.0926,Sorghum,2011,8011,346,13697,18.59
20619,Morocco,31.7917,-7.0926,Soybeans,2000,12000,346,13435.43,18.16
20620,Morocco,31.7917,-7.0926,Soybeans,2000,12000,346,13435.43,18.14
20760,Morocco,31.7917,-7.0926,Soybeans,2011,10000,346,13697,18.59
20472,Morocco,31.7917,-7.0926,Maize,1990,11598,346,9364,18.29
20618,Morocco,31.7917,-7.0926,Sorghum,2000,7205,346,13435.43,18.14
20765,Morocco,31.7917,-7.0926,Maize,2012,7648,346,13697,18.24
20633,Morocco,31.7917,-7.0926,Soybeans,2001,10000,346,13842.57,18.73
20764,Morocco,31.7917,-7.0926,Wheat,2011,19488,346,13697,18.59
20761,Morocco,31.7917,-7.0926,Sweet potatoes,2011,213115,346,13697,18.53
20471,Morocco,31.7917,-7.0926,Maize,1990,11598,346,9364,18.17
20757,Morocco,31.7917,-7.0926,Sorghum,2011,8011,346,13697,18.53
20621,Morocco,31.7917,-7.0926,Sweet potatoes,2000,166275,346,13435.43,18.16
20696,Morocco,31.7917,-7.0926,Maize,2007,4155,346,13697,17.99
20697,Morocco,31.7917,-7.0926,Potatoes,2007,247975,346,13697,17.93
20762,Morocco,31.7917,-7.0926,Sweet potatoes,2011,213115,346,13697,18.59
20695,Morocco,31.7917,-7.0926,Maize,2007,4155,346,13697,17.93
20625,Morocco,31.7917,-7.0926,Maize,2001,2107,346,13842.57,18.73
20626,Morocco,31.7917,-7.0926,Maize,2001,2107,346,13842.57,18.56
20775,Morocco,31.7917,-7.0926,Sweet potatoes,2012,270783,346,13697,18.24
20623,Morocco,31.7917,-7.0926,Wheat,2000,4758,346,13435.43,18.16
20753,Morocco,31.7917,-7.0926,Potatoes,2011,297584,346,13697,18.53
20617,Morocco,31.7917,-7.0926,Sorghum,2000,7205,346,13435.43,18.16
20706,Morocco,31.7917,-7.0926,Sweet potatoes,2007,178351,346,13697,17.99
20707,Morocco,31.7917,-7.0926,Wheat,2007,6154,346,13697,17.93
20708,Morocco,31.7917,-7.0926,Wheat,2007,6154,346,13697,17.99
20569,Morocco,31.7917,-7.0926,Maize,1997,10984,346,12214,18.31
20570,Morocco,31.7917,-7.0926,Maize,1997,10984,346,12214,18.65
20698,Morocco,31.7917,-7.0926,Potatoes,2007,247975,346,13697,17.99
20699,Morocco,31.7917,-7.0926,"Rice, paddy",2007,73667,346,13697,17.93
20638,Morocco,31.7917,-7.0926,Wheat,2001,12280,346,13842.57,18.56
20624,Morocco,31.7917,-7.0926,Wheat,2000,4758,346,13435.43,18.14
20503,Morocco,31.7917,-7.0926,"Rice, paddy",1992,30694,346,10178.29,17.38
20752,Morocco,31.7917,-7.0926,Maize,2011,11533,346,13697,18.59
20615,Morocco,31.7917,-7.0926,"Rice, paddy",2000,45000,346,13435.43,18.16
20616,Morocco,31.7917,-7.0926,"Rice, paddy",2000,45000,346,13435.43,18.14
20631,Morocco,31.7917,-7.0926,Sorghum,2001,5845,346,13842.57,18.73
20632,Morocco,31.7917,-7.0926,Sorghum,2001,5845,346,13842.57,18.56
20583,Morocco,31.7917,-7.0926,Maize,1998,6468,346,12621.14,18.21
20584,Morocco,31.7917,-7.0926,Maize,1998,6468,346,12621.14,18.24
20585,Morocco,31.7917,-7.0926,Potatoes,1998,190427,346,12621.14,18.21
20622,Morocco,31.7917,-7.0926,Sweet potatoes,2000,166275,346,13435.43,18.14
20681,Morocco,31.7917,-7.0926,Maize,2006,12198,346,13697,18.38
20571,Morocco,31.7917,-7.0926,Potatoes,1997,178706,346,12214,18.31
20527,Morocco,31.7917,-7.0926,Maize,1994,6261,346,10992.57,17.88
20773,Morocco,31.7917,-7.0926,Soybeans,2012,10000,346,13697,18.24
20504,Morocco,31.7917,-7.0926,"Rice, paddy",1992,30694,346,10178.29,17.56
20714,Morocco,31.7917,-7.0926,"Rice, paddy",2008,69563,346,13697,17.96
20715,Morocco,31.7917,-7.0926,Sorghum,2008,8683,346,13697,17.8
20754,Morocco,31.7917,-7.0926,Potatoes,2011,297584,346,13697,18.59
20755,Morocco,31.7917,-7.0926,"Rice, paddy",2011,70236,346,13697,18.53
20756,Morocco,31.7917,-7.0926,"Rice, paddy",2011,70236,346,13697,18.59
20601,Morocco,31.7917,-7.0926,"Rice, paddy",1999,45000,346,13028.29,17.68
20602,Morocco,31.7917,-7.0926,"Rice, paddy",1999,45000,346,13028.29,17.88
20603,Morocco,31.7917,-7.0926,Sorghum,1999,6264,346,13028.29,17.68
20604,Morocco,31.7917,-7.0926,Sorghum,1999,6264,346,13028.29,17.88
20528,Morocco,31.7917,-7.0926,Maize,1994,6261,346,10992.57,17.98
20763,Morocco,31.7917,-7.0926,Wheat,2011,19488,346,13697,18.53
20612,Morocco,31.7917,-7.0926,Maize,2000,4000,346,13435.43,18.14
20774,Morocco,31.7917,-7.0926,Soybeans,2012,10000,346,13697,18.2
20614,Morocco,31.7917,-7.0926,Potatoes,2000,180193,346,13435.43,18.14
20704,Morocco,31.7917,-7.0926,Soybeans,2007,10000,346,13697,17.99
20705,Morocco,31.7917,-7.0926,Sweet potatoes,2007,178351,346,13697,17.93
20553,Morocco,31.7917,-7.0926,Wheat,1995,5543,346,11399.71,18.56
20554,Morocco,31.7917,-7.0926,Wheat,1995,5543,346,11399.71,18.72
20743,Morocco,31.7917,-7.0926,Sorghum,2010,6632,346,13697,18.83
20483,Morocco,31.7917,-7.0926,Wheat,1990,13290,346,9364,18.17
20484,Morocco,31.7917,-7.0926,Wheat,1990,13290,346,9364,18.29
20746,Morocco,31.7917,-7.0926,Soybeans,2010,10000,346,13697,18.87
20605,Morocco,31.7917,-7.0926,Soybeans,1999,11200,346,13028.29,17.68
20501,Morocco,31.7917,-7.0926,Potatoes,1992,151411,346,10178.29,17.38
20502,Morocco,31.7917,-7.0926,Potatoes,1992,151411,346,10178.29,17.56
20572,Morocco,31.7917,-7.0926,Potatoes,1997,178706,346,12214,18.65
20573,Morocco,31.7917,-7.0926,"Rice, paddy",1997,37256,346,12214,18.31
20627,Morocco,31.7917,-7.0926,Potatoes,2001,187740,346,13842.57,18.73
20628,Morocco,31.7917,-7.0926,Potatoes,2001,187740,346,13842.57,18.56
20629,Morocco,31.7917,-7.0926,"Rice, paddy",2001,52773,346,13842.57,18.73
20630,Morocco,31.7917,-7.0926,"Rice, paddy",2001,52773,346,13842.57,18.56
20509,Morocco,31.7917,-7.0926,Sweet potatoes,1992,155000,346,10178.29,17.38
20510,Morocco,31.7917,-7.0926,Sweet potatoes,1992,155000,346,10178.29,17.56
20766,Morocco,31.7917,-7.0926,Maize,2012,7648,346,13697,18.2
20586,Morocco,31.7917,-7.0926,Potatoes,1998,190427,346,12621.14,18.24
20500,Morocco,31.7917,-7.0926,Maize,1992,4753,346,10178.29,17.56
20637,Morocco,31.7917,-7.0926,Wheat,2001,12280,346,13842.57,18.73
20770,Morocco,31.7917,-7.0926,"Rice, paddy",2012,76015,346,13697,18.2
20771,Morocco,31.7917,-7.0926,Sorghum,2012,9475,346,13697,18.24
20772,Morocco,31.7917,-7.0926,Sorghum,2012,9475,346,13697,18.2
20751,Morocco,31.7917,-7.0926,Maize,2011,11533,346,13697,18.53
20597,Morocco,31.7917,-7.0926,Maize,1999,4120,346,13028.29,17.68
20598,Morocco,31.7917,-7.0926,Maize,1999,4120,346,13028.29,17.88
20599,Morocco,31.7917,-7.0926,Potatoes,1999,183361,346,13028.29,17.68
20600,Morocco,31.7917,-7.0926,Potatoes,1999,183361,346,13028.29,17.88
20777,Morocco,31.7917,-7.0926,Wheat,2012,12342,346,13697,18.24
20778,Morocco,31.7917,-7.0926,Wheat,2012,12342,346,13697,18.2
20720,Morocco,31.7917,-7.0926,Sweet potatoes,2008,174320,346,13697,17.96
20721,Morocco,31.7917,-7.0926,Wheat,2008,13189,346,13697,17.8
20722,Morocco,31.7917,-7.0926,Wheat,2008,13189,346,13697,17.96
20700,Morocco,31.7917,-7.0926,"Rice, paddy",2007,73667,346,13697,17.99
20701,Morocco,31.7917,-7.0926,Sorghum,2007,6234,346,13697,17.93
20613,Morocco,31.7917,-7.0926,Potatoes,2000,180193,346,13435.43,18.16
20703,Morocco,31.7917,-7.0926,Soybeans,2007,10000,346,13697,17.93
20551,Morocco,31.7917,-7.0926,Sweet potatoes,1995,156909,346,11399.71,18.56
20552,Morocco,31.7917,-7.0926,Sweet potatoes,1995,156909,346,11399.71,18.72
20479,Morocco,31.7917,-7.0926,Soybeans,1990,16181,346,9364,18.17
20480,Morocco,31.7917,-7.0926,Soybeans,1990,16181,346,9364,18.29
20481,Morocco,31.7917,-7.0926,Sweet potatoes,1990,155421,346,9364,18.17
20744,Morocco,31.7917,-7.0926,Sorghum,2010,6632,346,13697,18.87
20745,Morocco,31.7917,-7.0926,Soybeans,2010,10000,346,13697,18.83
20561,Morocco,31.7917,-7.0926,Sorghum,1996,6055,346,11806.86,17.75
20562,Morocco,31.7917,-7.0926,Sorghum,1996,6055,346,11806.86,17.97
20747,Morocco,31.7917,-7.0926,Sweet potatoes,2010,166600,346,13697,18.83
20748,Morocco,31.7917,-7.0926,Sweet potatoes,2010,166600,346,13697,18.87
20724,Morocco,31.7917,-7.0926,Maize,2009,9151,346,13697,18.73
20725,Morocco,31.7917,-7.0926,Potatoes,2009,195328,346,13697,18.56
20574,Morocco,31.7917,-7.0926,"Rice, paddy",1997,37256,346,12214,18.65
20575,Morocco,31.7917,-7.0926,Sorghum,1997,5338,346,12214,18.31
20576,Morocco,31.7917,-7.0926,Sorghum,1997,5338,346,12214,18.65
20577,Morocco,31.7917,-7.0926,Soybeans,1997,10000,346,12214,18.31
20578,Morocco,31.7917,-7.0926,Soybeans,1997,10000,346,12214,18.65
20579,Morocco,31.7917,-7.0926,Sweet potatoes,1997,181882,346,12214,18.31
20511,Morocco,31.7917,-7.0926,Wheat,1992,7011,346,10178.29,17.38
20634,Morocco,31.7917,-7.0926,Soybeans,2001,10000,346,13842.57,18.56
20587,Morocco,31.7917,-7.0926,"Rice, paddy",1998,54108,346,12621.14,18.21
20588,Morocco,31.7917,-7.0926,"Rice, paddy",1998,54108,346,12621.14,18.24
20519,Morocco,31.7917,-7.0926,Sorghum,1993,7545,346,10585.43,16.94
20520,Morocco,31.7917,-7.0926,Sorghum,1993,7545,346,10585.43,17.11
20489,Morocco,31.7917,-7.0926,"Rice, paddy",1991,38406,346,9771.14,17.25
20712,Morocco,31.7917,-7.0926,Potatoes,2008,244675,346,13697,17.96
20713,Morocco,31.7917,-7.0926,"Rice, paddy",2008,69563,346,13697,17.8
20639,Morocco,31.7917,-7.0926,Maize,2002,7494,346,14249.71,18.25
20716,Morocco,31.7917,-7.0926,Sorghum,2008,8683,346,13697,17.96
20776,Morocco,31.7917,-7.0926,Sweet potatoes,2012,270783,346,13697,18.2
20541,Morocco,31.7917,-7.0926,Maize,1995,1303,346,11399.71,18.56
20542,Morocco,31.7917,-7.0926,Maize,1995,1303,346,11399.71,18.72
20543,Morocco,31.7917,-7.0926,Potatoes,1995,166304,346,11399.71,18.56
20544,Morocco,31.7917,-7.0926,Potatoes,1995,166304,346,11399.71,18.72
20545,Morocco,31.7917,-7.0926,"Rice, paddy",1995,49571,346,11399.71,18.56
20474,Morocco,31.7917,-7.0926,Potatoes,1990,171851,346,9364,18.29
20475,Morocco,31.7917,-7.0926,"Rice, paddy",1990,41750,346,9364,18.17
20611,Morocco,31.7917,-7.0926,Maize,2000,4000,346,13435.43,18.16
20550,Morocco,31.7917,-7.0926,Soybeans,1995,13367,346,11399.71,18.72
20477,Morocco,31.7917,-7.0926,Sorghum,1990,5496,346,9364,18.17
20478,Morocco,31.7917,-7.0926,Sorghum,1990,5496,346,9364,18.29
20740,Morocco,31.7917,-7.0926,Potatoes,2010,283502,346,13697,18.87
20741,Morocco,31.7917,-7.0926,"Rice, paddy",2010,68270,346,13697,18.83
20742,Morocco,31.7917,-7.0926,"Rice, paddy",2010,68270,346,13697,18.87
20482,Morocco,31.7917,-7.0926,Sweet potatoes,1990,155421,346,9364,18.29
20560,Morocco,31.7917,-7.0926,"Rice, paddy",1996,58000,346,11806.86,17.97
20656,Morocco,31.7917,-7.0926,Potatoes,2004,241650,346,15064,18.21
20657,Morocco,31.7917,-7.0926,"Rice, paddy",2004,67045,346,15064,18.07
20499,Morocco,31.7917,-7.0926,Maize,1992,4753,346,10178.29,17.38
20723,Morocco,31.7917,-7.0926,Maize,2009,9151,346,13697,18.56
20564,Morocco,31.7917,-7.0926,Soybeans,1996,24600,346,11806.86,17.97
20749,Morocco,31.7917,-7.0926,Wheat,2010,17095,346,13697,18.83
20726,Morocco,31.7917,-7.0926,Potatoes,2009,195328,346,13697,18.73
20505,Morocco,31.7917,-7.0926,Sorghum,1992,5558,346,10178.29,17.38
20506,Morocco,31.7917,-7.0926,Sorghum,1992,5558,346,10178.29,17.56
20507,Morocco,31.7917,-7.0926,Soybeans,1992,11944,346,10178.29,17.38
20508,Morocco,31.7917,-7.0926,Soybeans,1992,11944,346,10178.29,17.56
20731,Morocco,31.7917,-7.0926,Soybeans,2009,10000,346,13697,18.56
20580,Morocco,31.7917,-7.0926,Sweet potatoes,1997,181882,346,12214,18.65
20581,Morocco,31.7917,-7.0926,Wheat,1997,9292,346,12214,18.31
20635,Morocco,31.7917,-7.0926,Sweet potatoes,2001,123061,346,13842.57,18.73
20636,Morocco,31.7917,-7.0926,Sweet potatoes,2001,123061,346,13842.57,18.56
20769,Morocco,31.7917,-7.0926,"Rice, paddy",2012,76015,346,13697,18.24
20709,Morocco,31.7917,-7.0926,Maize,2008,5515,346,13697,17.8
20589,Morocco,31.7917,-7.0926,Sorghum,1998,7019,346,12621.14,18.21
20590,Morocco,31.7917,-7.0926,Sorghum,1998,7019,346,12621.14,18.24
20591,Morocco,31.7917,-7.0926,Soybeans,1998,4000,346,12621.14,18.21
20592,Morocco,31.7917,-7.0926,Soybeans,1998,4000,346,12621.14,18.24
20593,Morocco,31.7917,-7.0926,Sweet potatoes,1998,184706,346,12621.14,18.21
20594,Morocco,31.7917,-7.0926,Sweet potatoes,1998,184706,346,12621.14,18.24
20595,Morocco,31.7917,-7.0926,Wheat,1998,14184,346,12621.14,18.21
20596,Morocco,31.7917,-7.0926,Wheat,1998,14184,346,12621.14,18.24
20719,Morocco,31.7917,-7.0926,Sweet potatoes,2008,174320,346,13697,17.8
20644,Morocco,31.7917,-7.0926,"Rice, paddy",2002,41453,346,14249.71,18.19
20645,Morocco,31.7917,-7.0926,Sorghum,2002,4982,346,14249.71,18.25
20646,Morocco,31.7917,-7.0926,Sorghum,2002,4982,346,14249.71,18.19
20647,Morocco,31.7917,-7.0926,Soybeans,2002,10000,346,14249.71,18.25
20476,Morocco,31.7917,-7.0926,"Rice, paddy",1990,41750,346,9364,18.29
20702,Morocco,31.7917,-7.0926,Sorghum,2007,6234,346,13697,17.99
20738,Morocco,31.7917,-7.0926,Maize,2010,12132,346,13697,18.87
20739,Morocco,31.7917,-7.0926,Potatoes,2010,283502,346,13697,18.83
20609,Morocco,31.7917,-7.0926,Wheat,1999,8004,346,13028.29,17.68
20610,Morocco,31.7917,-7.0926,Wheat,1999,8004,346,13028.29,17.88
20655,Morocco,31.7917,-7.0926,Potatoes,2004,241650,346,15064,18.07
20559,Morocco,31.7917,-7.0926,"Rice, paddy",1996,58000,346,11806.86,17.75
20732,Morocco,31.7917,-7.0926,Soybeans,2009,10000,346,13697,18.73
20733,Morocco,31.7917,-7.0926,Sweet potatoes,2009,170964,346,13697,18.56
20582,Morocco,31.7917,-7.0926,Wheat,1997,9292,346,12214,18.65
20658,Morocco,31.7917,-7.0926,"Rice, paddy",2004,67045,346,15064,18.21
20563,Morocco,31.7917,-7.0926,Soybeans,1996,24600,346,11806.86,17.75
20660,Morocco,31.7917,-7.0926,Sorghum,2004,8233,346,15064,18.21
20661,Morocco,31.7917,-7.0926,Soybeans,2004,10000,346,15064,18.07
20750,Morocco,31.7917,-7.0926,Wheat,2010,17095,346,13697,18.87
20568,Morocco,31.7917,-7.0926,Wheat,1996,18415,346,11806.86,17.97
20685,Morocco,31.7917,-7.0926,"Rice, paddy",2006,68000,346,13697,18.38
20686,Morocco,31.7917,-7.0926,"Rice, paddy",2006,68000,346,13697,18.51
20687,Morocco,31.7917,-7.0926,Sorghum,2006,7841,346,13697,18.38
20688,Morocco,31.7917,-7.0926,Sorghum,2006,7841,346,13697,18.51
20718,Morocco,31.7917,-7.0926,Soybeans,2008,10000,346,13697,17.96
20535,Morocco,31.7917,-7.0926,Soybeans,1994,13755,346,10992.57,17.88
20536,Morocco,31.7917,-7.0926,Soybeans,1994,13755,346,10992.57,17.98
20694,Morocco,31.7917,-7.0926,Wheat,2006,20365,346,13697,18.51
20485,Morocco,31.7917,-7.0926,Maize,1991,8700,346,9771.14,17.25
20486,Morocco,31.7917,-7.0926,Maize,1991,8700,346,9771.14,17.47
20710,Morocco,31.7917,-7.0926,Maize,2008,5515,346,13697,17.96
20711,Morocco,31.7917,-7.0926,Potatoes,2008,244675,346,13697,17.8
20529,Morocco,31.7917,-7.0926,Potatoes,1994,176522,346,10992.57,17.88
20530,Morocco,31.7917,-7.0926,Potatoes,1994,176522,346,10992.57,17.98
20531,Morocco,31.7917,-7.0926,"Rice, paddy",1994,65000,346,10992.57,17.88
20640,Morocco,31.7917,-7.0926,Maize,2002,7494,346,14249.71,18.19
20717,Morocco,31.7917,-7.0926,Soybeans,2008,10000,346,13697,17.8
20558,Morocco,31.7917,-7.0926,Potatoes,1996,190473,346,11806.86,17.97
20689,Morocco,31.7917,-7.0926,Soybeans,2006,10000,346,13697,18.38
20690,Morocco,31.7917,-7.0926,Soybeans,2006,10000,346,13697,18.51
20537,Morocco,31.7917,-7.0926,Sweet potatoes,1994,154663,346,10992.57,17.88
20538,Morocco,31.7917,-7.0926,Sweet potatoes,1994,154663,346,10992.57,17.98
20546,Morocco,31.7917,-7.0926,"Rice, paddy",1995,49571,346,11399.71,18.72
20606,Morocco,31.7917,-7.0926,Soybeans,1999,11200,346,13028.29,17.88
20607,Morocco,31.7917,-7.0926,Sweet potatoes,1999,133761,346,13028.29,17.68
20608,Morocco,31.7917,-7.0926,Sweet potatoes,1999,133761,346,13028.29,17.88
20737,Morocco,31.7917,-7.0926,Maize,2010,12132,346,13697,18.83
20653,Morocco,31.7917,-7.0926,Maize,2004,9152,346,15064,18.07
20654,Morocco,31.7917,-7.0926,Maize,2004,9152,346,15064,18.21
20557,Morocco,31.7917,-7.0926,Potatoes,1996,190473,346,11806.86,17.75
20730,Morocco,31.7917,-7.0926,Sorghum,2009,8878,346,13697,18.73
20534,Morocco,31.7917,-7.0926,Sorghum,1994,4719,346,10992.57,17.98
20642,Morocco,31.7917,-7.0926,Potatoes,2002,231985,346,14249.71,18.19
20767,Morocco,31.7917,-7.0926,Potatoes,2012,279800,346,13697,18.24
20768,Morocco,31.7917,-7.0926,Potatoes,2012,279800,346,13697,18.2
20659,Morocco,31.7917,-7.0926,Sorghum,2004,8233,346,15064,18.07
20517,Morocco,31.7917,-7.0926,"Rice, paddy",1993,50000,346,10585.43,16.94
20487,Morocco,31.7917,-7.0926,Potatoes,1991,171948,346,9771.14,17.25
20662,Morocco,31.7917,-7.0926,Soybeans,2004,10000,346,15064,18.21
20663,Morocco,31.7917,-7.0926,Sweet potatoes,2004,157333,346,15064,18.07
20727,Morocco,31.7917,-7.0926,"Rice, paddy",2009,64154,346,13697,18.56
20728,Morocco,31.7917,-7.0926,"Rice, paddy",2009,64154,346,13697,18.73
20729,Morocco,31.7917,-7.0926,Sorghum,2009,8878,346,13697,18.56
20533,Morocco,31.7917,-7.0926,Sorghum,1994,4719,346,10992.57,17.88
20666,Morocco,31.7917,-7.0926,Wheat,2004,18082,346,15064,18.21
20513,Morocco,31.7917,-7.0926,Maize,1993,2065,346,10585.43,16.94
20643,Morocco,31.7917,-7.0926,"Rice, paddy",2002,41453,346,14249.71,18.25
20786,Morocco,31.7917,-7.0926,Sorghum,2013,10637,346,13697,18.62
20693,Morocco,31.7917,-7.0926,Wheat,2006,20365,346,13697,18.38
20788,Morocco,31.7917,-7.0926,Soybeans,2013,10000,346,13697,18.62
20547,Morocco,31.7917,-7.0926,Sorghum,1995,866,346,11399.71,18.56
20521,Morocco,31.7917,-7.0926,Soybeans,1993,10000,346,10585.43,16.94
20488,Morocco,31.7917,-7.0926,Potatoes,1991,171948,346,9771.14,17.47
20779,Morocco,31.7917,-7.0926,Maize,2013,6632,346,13697,18.79
20780,Morocco,31.7917,-7.0926,Maize,2013,6632,346,13697,18.62
20532,Morocco,31.7917,-7.0926,"Rice, paddy",1994,65000,346,10992.57,17.98
20665,Morocco,31.7917,-7.0926,Wheat,2004,18082,346,15064,18.07
20782,Morocco,31.7917,-7.0926,Potatoes,2013,363561,346,13697,18.62
20641,Morocco,31.7917,-7.0926,Potatoes,2002,231985,346,14249.71,18.25
20514,Morocco,31.7917,-7.0926,Maize,1993,2065,346,10585.43,17.11
20691,Morocco,31.7917,-7.0926,Sweet potatoes,2006,179115,346,13697,18.38
20787,Morocco,31.7917,-7.0926,Soybeans,2013,10000,346,13697,18.79
20736,Morocco,31.7917,-7.0926,Wheat,2009,21398,346,13697,18.73
20735,Morocco,31.7917,-7.0926,Wheat,2009,21398,346,13697,18.56
20548,Morocco,31.7917,-7.0926,Sorghum,1995,866,346,11399.71,18.72
20549,Morocco,31.7917,-7.0926,Soybeans,1995,13367,346,11399.71,18.56
20650,Morocco,31.7917,-7.0926,Sweet potatoes,2002,136703,346,14249.71,18.19
20555,Morocco,31.7917,-7.0926,Maize,1996,9274,346,11806.86,17.75
20556,Morocco,31.7917,-7.0926,Maize,1996,9274,346,11806.86,17.97
20781,Morocco,31.7917,-7.0926,Potatoes,2013,363561,346,13697,18.79
20670,Morocco,31.7917,-7.0926,Potatoes,2005,238090,346,13966,18.15
20671,Morocco,31.7917,-7.0926,"Rice, paddy",2005,68000,346,13966,18.18
20784,Morocco,31.7917,-7.0926,"Rice, paddy",2013,75433,346,13697,18.62
20785,Morocco,31.7917,-7.0926,Sorghum,2013,10637,346,13697,18.79
20692,Morocco,31.7917,-7.0926,Sweet potatoes,2006,179115,346,13697,18.51
20526,Morocco,31.7917,-7.0926,Wheat,1993,6808,346,10585.43,17.11
20677,Morocco,31.7917,-7.0926,Sweet potatoes,2005,129483,346,13966,18.18
20518,Morocco,31.7917,-7.0926,"Rice, paddy",1993,50000,346,10585.43,17.11
20682,Morocco,31.7917,-7.0926,Maize,2006,12198,346,13697,18.51
20683,Morocco,31.7917,-7.0926,Potatoes,2006,263272,346,13697,18.38
20684,Morocco,31.7917,-7.0926,Potatoes,2006,263272,346,13697,18.51
20664,Morocco,31.7917,-7.0926,Sweet potatoes,2004,157333,346,15064,18.21
20652,Morocco,31.7917,-7.0926,Wheat,2002,12793,346,14249.71,18.19
20679,Morocco,31.7917,-7.0926,Wheat,2005,10261,346,13966,18.18
20512,Morocco,31.7917,-7.0926,Wheat,1992,7011,346,10178.29,17.56
20783,Morocco,31.7917,-7.0926,"Rice, paddy",2013,75433,346,13697,18.79
20523,Morocco,31.7917,-7.0926,Sweet potatoes,1993,150000,346,10585.43,16.94
20525,Morocco,31.7917,-7.0926,Wheat,1993,6808,346,10585.43,16.94
20649,Morocco,31.7917,-7.0926,Sweet potatoes,2002,136703,346,14249.71,18.25
20734,Morocco,31.7917,-7.0926,Sweet potatoes,2009,170964,346,13697,18.73
20539,Morocco,31.7917,-7.0926,Wheat,1994,18111,346,10992.57,17.88
